cntnum,stmerch,cntdate,deptcode,deptname,subdeptcode,subdeptname,sku,sbc,ibc,bndname,prname,prmodel,soh,cntqnt,varianceqnt,extphycnt_retail,extphycnt_cost,extphy_retailvar,extphy_costvar,gmperc,skutype,rpname
00010F111124002,00010,20241111,01,Audio,0102,Visual HI-FI,295080,8858745628865,             ,JBL                           ,PA SPEAKER JBL #PARTYBOX ULTIMATE,PARTYBOX ULTIMATE,2,2,0,119800,95168.22,0,0,15,Consign,STK2
00010F111124002,00010,20241111,01,Audio,0102,Visual HI-FI,280690,8858745627363,             ,JBL                           ,PA SPEAKER JBL PATY BOX #PBENCOREESSENTIAL,PBENCOREESSENTIAL,5,5,0,64500,51238.32,0,0,15,Consign,STK2
00010F111124002,00010,20241111,01,Audio,0102,Visual HI-FI,270235,8858745625833,             ,JBL                           ,PA SPEAKER JBL #PARTY BOX110,PARTY BOX110,1,1,0,12900,10079.73,0,0,16.39,Consign,STK2
00010F111124002,00010,20241111,01,Audio,0102,Visual HI-FI,277023,8858745626274,             ,JBL                           ,KARAOKE SET JBL #BEYOND3+MK12,BEYOND3+MK12,2,2,0,107600,77691.58,0,0,22.74,Consign,STK2
00010F111124002,00010,20241111,01,Audio,0102,Visual HI-FI,267173,8858745625796,             ,JBL                           ,SOUNDBAR JBL #BAR5.0,BAR5.0,3,3,0,38700,30670.78,0,0,15.2,Consign,STK2
00010F111124002,00010,20241111,01,Audio,0103,Separated Audio,285308,8858745620685,             ,JBL                           ,ลำโพง 2.0 JBL #CONTROL-1XTREME-H,CONTROL-1XTREME-H,1,1,0,5900,4686.92,0,0,15,Consign,STK2
00010F111124002,00010,20241111,01,Audio,0103,Separated Audio,233262,8858745615766,             ,JBL                           ,ลำโพงคู่หน้า+MIXER JBL #EON208P,EON208P,2,2,0,65800,47681.2,0,0,22.46,Consign,STK2
00010F111124002,00010,20241111,01,Audio,0103,Separated Audio,256078,8858745622320,             ,JBL                           ,ลำโพงคู่หน้า JBL #IRX108BT,IRX108BT,1,1,0,16900,11836.45,0,0,25.06,Consign,STK2
00010F111124002,00010,20241111,01,Audio,0103,Separated Audio,264165,8858745623907,             ,DENON                         ,RECIVER DENON #AVR-X2700H,AVR-X2700H,1,1,0,34900,27724.3,0,0,15,Consign,STK2
00010F111124002,00010,20241111,01,Audio,0103,Separated Audio,275869,8858745626045,             ,JBL                           ,SPEAKER JBL #EON ONE MK2,EON ONE MK2,2,2,0,111800,85635.51,0,0,18.04,Consign,STK2
00010F111124002,00010,20241111,01,Audio,0103,Separated Audio,289735,8858745628612,             ,DENON                         ,RECIVER DENON #AVR-X580BT,AVR-X580BT,1,1,0,19900,15808.41,0,0,15,Consign,STK2
